source,region,date,strat,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
admissions,Scotland,2020-10-12,,1.1,1.1,0.023,1.1,1.1,1.1,1.1,1.1,1.1
admissions,Scotland,2020-10-13,,1.1,1.1,0.023,1,1.1,1.1,1.1,1.1,1.1
admissions,Scotland,2020-10-14,,1,1,0.023,1,1,1,1.1,1.1,1.1
admissions,Scotland,2020-10-15,,1,1,0.023,1,1,1,1,1,1.1
admissions,Scotland,2020-10-16,,1,1,0.023,0.98,1,1,1,1,1.1
admissions,Scotland,2020-10-17,,1,1,0.022,0.96,0.98,0.99,1,1,1
admissions,Scotland,2020-10-18,,0.98,0.98,0.022,0.95,0.97,0.98,0.99,1,1
admissions,Scotland,2020-10-19,,0.97,0.97,0.022,0.93,0.96,0.96,0.98,0.98,1
admissions,Scotland,2020-10-20,,0.96,0.96,0.023,0.92,0.94,0.95,0.96,0.97,0.99
admissions,Scotland,2020-10-21,,0.95,0.95,0.023,0.91,0.93,0.94,0.95,0.96,0.98
admissions,Scotland,2020-10-22,,0.94,0.94,0.023,0.9,0.92,0.93,0.94,0.95,0.97
admissions,Scotland,2020-10-23,,0.93,0.93,0.024,0.89,0.92,0.93,0.94,0.95,0.97
admissions,Scotland,2020-10-24,,0.93,0.92,0.024,0.88,0.91,0.92,0.93,0.94,0.96
admissions,Scotland,2020-10-25,,0.92,0.92,0.025,0.88,0.91,0.92,0.93,0.94,0.96
admissions,Scotland,2020-10-26,,0.92,0.92,0.024,0.88,0.91,0.92,0.93,0.94,0.95
admissions,Scotland,2020-10-27,,0.92,0.92,0.024,0.88,0.91,0.92,0.93,0.93,0.95
admissions,Scotland,2020-10-28,,0.92,0.92,0.023,0.88,0.91,0.92,0.93,0.94,0.95
admissions,Scotland,2020-10-29,,0.92,0.92,0.022,0.88,0.91,0.92,0.93,0.94,0.96
admissions,Scotland,2020-10-30,,0.93,0.93,0.021,0.89,0.92,0.92,0.93,0.94,0.96
admissions,Scotland,2020-10-31,,0.93,0.93,0.021,0.9,0.92,0.93,0.94,0.95,0.97
admissions,Scotland,2020-11-01,,0.94,0.94,0.022,0.91,0.92,0.93,0.94,0.95,0.98
admissions,Scotland,2020-11-02,,0.94,0.94,0.023,0.91,0.93,0.94,0.95,0.96,0.98
admissions,Scotland,2020-11-03,,0.95,0.95,0.024,0.91,0.93,0.94,0.95,0.96,0.99
admissions,Scotland,2020-11-04,,0.95,0.95,0.027,0.92,0.94,0.95,0.96,0.97,1
admissions,Scotland,2020-11-05,,0.95,0.96,0.028,0.92,0.94,0.95,0.96,0.97,1
admissions,Scotland,2020-11-06,,0.96,0.96,0.03,0.92,0.94,0.95,0.96,0.98,1
admissions,Scotland,2020-11-07,,0.96,0.96,0.03,0.92,0.94,0.95,0.97,0.98,1
admissions,Scotland,2020-11-08,,0.96,0.96,0.03,0.92,0.94,0.95,0.96,0.98,1
admissions,Scotland,2020-11-09,,0.96,0.96,0.029,0.92,0.94,0.95,0.96,0.97,1
admissions,Scotland,2020-11-10,,0.95,0.95,0.027,0.92,0.94,0.95,0.96,0.97,1
admissions,Scotland,2020-11-11,,0.95,0.95,0.025,0.91,0.93,0.94,0.95,0.96,0.99
admissions,Scotland,2020-11-12,,0.94,0.94,0.024,0.91,0.93,0.94,0.95,0.96,0.98
admissions,Scotland,2020-11-13,,0.93,0.94,0.023,0.9,0.92,0.93,0.94,0.95,0.97
admissions,Scotland,2020-11-14,,0.93,0.93,0.023,0.89,0.91,0.92,0.93,0.94,0.96
admissions,Scotland,2020-11-15,,0.92,0.92,0.024,0.88,0.91,0.92,0.93,0.94,0.96
admissions,Scotland,2020-11-16,,0.92,0.91,0.026,0.87,0.9,0.91,0.92,0.93,0.95
admissions,Scotland,2020-11-17,,0.91,0.91,0.028,0.86,0.89,0.9,0.92,0.93,0.95
admissions,Scotland,2020-11-18,,0.9,0.9,0.029,0.85,0.88,0.9,0.91,0.92,0.94
admissions,Scotland,2020-11-19,,0.9,0.9,0.03,0.84,0.88,0.89,0.91,0.92,0.94
admissions,Scotland,2020-11-20,,0.9,0.89,0.031,0.84,0.88,0.89,0.9,0.91,0.94
admissions,Scotland,2020-11-21,,0.89,0.89,0.03,0.84,0.87,0.89,0.9,0.91,0.93
admissions,Scotland,2020-11-22,,0.89,0.89,0.03,0.84,0.87,0.89,0.9,0.91,0.93
admissions,Scotland,2020-11-23,,0.89,0.89,0.029,0.84,0.87,0.89,0.9,0.91,0.94
admissions,Scotland,2020-11-24,,0.9,0.89,0.029,0.85,0.88,0.89,0.9,0.91,0.94
admissions,Scotland,2020-11-25,,0.9,0.9,0.029,0.85,0.88,0.89,0.91,0.92,0.95
admissions,Scotland,2020-11-26,,0.9,0.9,0.031,0.85,0.88,0.9,0.91,0.92,0.95
admissions,Scotland,2020-11-27,,0.91,0.91,0.034,0.85,0.89,0.9,0.92,0.93,0.97
admissions,South East,2020-09-15,,1.1,1.1,0.087,0.94,1,1.1,1.1,1.1,1.2
admissions,South East,2020-09-16,,1.1,1.1,0.08,0.96,1,1.1,1.1,1.1,1.2
admissions,South East,2020-09-17,,1.1,1.1,0.073,0.98,1.1,1.1,1.1,1.2,1.2
admissions,South East,2020-09-18,,1.1,1.1,0.066,0.99,1.1,1.1,1.1,1.2,1.2
admissions,South East,2020-09-19,,1.1,1.1,0.06,1,1.1,1.1,1.1,1.2,1.2
admissions,South East,2020-09-20,,1.1,1.1,0.054,1,1.1,1.1,1.1,1.2,1.2
admissions,South East,2020-09-21,,1.1,1.1,0.049,1.1,1.1,1.1,1.1,1.2,1.2
admissions,South East,2020-09-22,,1.1,1.1,0.044,1.1,1.1,1.1,1.2,1.2,1.2
admissions,South East,2020-09-23,,1.2,1.2,0.04,1.1,1.1,1.1,1.2,1.2,1.2
admissions,South East,2020-09-24,,1.2,1.2,0.037,1.1,1.1,1.2,1.2,1.2,1.2
admissions,South East,2020-09-25,,1.2,1.2,0.035,1.1,1.2,1.2,1.2,1.2,1.2
admissions,South East,2020-09-26,,1.2,1.2,0.034,1.1,1.2,1.2,1.2,1.2,1.2
admissions,South East,2020-09-27,,1.2,1.2,0.033,1.1,1.2,1.2,1.2,1.2,1.2
admissions,South East,2020-09-28,,1.2,1.2,0.033,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-09-29,,1.2,1.2,0.034,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-09-30,,1.2,1.2,0.034,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-10-01,,1.2,1.2,0.033,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-10-02,,1.2,1.2,0.033,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-10-03,,1.2,1.2,0.032,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-04,,1.2,1.2,0.031,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-05,,1.2,1.2,0.03,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-06,,1.2,1.2,0.029,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-07,,1.2,1.2,0.028,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-08,,1.2,1.2,0.028,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-09,,1.2,1.2,0.028,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-10,,1.2,1.2,0.028,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-11,,1.2,1.2,0.027,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-12,,1.2,1.2,0.027,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-13,,1.2,1.2,0.027,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-14,,1.2,1.2,0.026,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-15,,1.2,1.2,0.026,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South East,2020-10-16,,1.2,1.2,0.026,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-10-17,,1.2,1.2,0.025,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-10-18,,1.2,1.2,0.025,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-10-19,,1.2,1.2,0.025,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-10-20,,1.2,1.2,0.024,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South East,2020-10-21,,1.2,1.2,0.024,1.2,1.2,1.2,1.2,1.2,1.2
admissions,South East,2020-10-22,,1.2,1.2,0.024,1.2,1.2,1.2,1.2,1.2,1.2
admissions,South East,2020-10-23,,1.2,1.2,0.023,1.2,1.2,1.2,1.2,1.2,1.2
admissions,South East,2020-10-24,,1.2,1.2,0.023,1.2,1.2,1.2,1.2,1.2,1.2
admissions,South East,2020-10-25,,1.2,1.2,0.023,1.1,1.2,1.2,1.2,1.2,1.2
admissions,South East,2020-10-26,,1.2,1.2,0.022,1.1,1.2,1.2,1.2,1.2,1.2
admissions,South East,2020-10-27,,1.2,1.2,0.022,1.1,1.1,1.2,1.2,1.2,1.2
admissions,South East,2020-10-28,,1.2,1.2,0.022,1.1,1.1,1.1,1.2,1.2,1.2
admissions,South East,2020-10-29,,1.1,1.1,0.021,1.1,1.1,1.1,1.1,1.2,1.2
admissions,South East,2020-10-30,,1.1,1.1,0.021,1.1,1.1,1.1,1.1,1.1,1.2
admissions,South East,2020-10-31,,1.1,1.1,0.021,1.1,1.1,1.1,1.1,1.1,1.2
admissions,South East,2020-11-01,,1.1,1.1,0.021,1.1,1.1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-02,,1.1,1.1,0.021,1.1,1.1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-03,,1.1,1.1,0.021,1.1,1.1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-04,,1.1,1.1,0.021,1.1,1.1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-05,,1.1,1.1,0.02,1,1.1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-06,,1.1,1.1,0.021,1,1.1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-07,,1.1,1.1,0.021,1,1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-08,,1,1,0.021,1,1,1,1.1,1.1,1.1
admissions,South East,2020-11-09,,1,1,0.021,1,1,1,1,1.1,1.1
admissions,South East,2020-11-10,,1,1,0.021,1,1,1,1,1,1.1
admissions,South East,2020-11-11,,1,1,0.021,0.99,1,1,1,1,1.1
admissions,South East,2020-11-12,,1,1,0.021,0.99,1,1,1,1,1.1
admissions,South East,2020-11-13,,1,1,0.021,0.98,1,1,1,1,1.1
admissions,South East,2020-11-14,,1,1,0.022,0.98,1,1,1,1,1
admissions,South East,2020-11-15,,1,1,0.022,0.98,1,1,1,1,1
admissions,South East,2020-11-16,,1,1,0.022,0.98,1,1,1,1,1
admissions,South East,2020-11-17,,1,1,0.023,0.98,1,1,1,1,1.1
admissions,South East,2020-11-18,,1,1,0.023,0.98,1,1,1,1,1.1
admissions,South East,2020-11-19,,1,1,0.023,0.98,1,1,1,1,1.1
admissions,South East,2020-11-20,,1,1,0.023,0.98,1,1,1,1,1.1
admissions,South East,2020-11-21,,1,1,0.023,0.99,1,1,1,1,1.1
admissions,South East,2020-11-22,,1,1,0.022,1,1,1,1,1.1,1.1
admissions,South East,2020-11-23,,1,1,0.022,1,1,1,1.1,1.1,1.1
admissions,South East,2020-11-24,,1.1,1.1,0.023,1,1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-25,,1.1,1.1,0.024,1,1.1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-26,,1.1,1.1,0.026,1,1.1,1.1,1.1,1.1,1.1
admissions,South East,2020-11-27,,1.1,1.1,0.03,1,1.1,1.1,1.1,1.1,1.1
admissions,South West,2020-09-15,,1.1,1.1,0.15,0.87,1,1.1,1.2,1.2,1.4
admissions,South West,2020-09-16,,1.2,1.1,0.14,0.9,1.1,1.1,1.2,1.2,1.4
admissions,South West,2020-09-17,,1.2,1.2,0.13,0.94,1.1,1.1,1.2,1.3,1.4
admissions,South West,2020-09-18,,1.2,1.2,0.12,0.99,1.1,1.2,1.2,1.3,1.4
admissions,South West,2020-09-19,,1.2,1.2,0.11,1,1.1,1.2,1.2,1.3,1.4
admissions,South West,2020-09-20,,1.2,1.2,0.095,1.1,1.2,1.2,1.3,1.3,1.4
admissions,South West,2020-09-21,,1.3,1.3,0.084,1.1,1.2,1.3,1.3,1.3,1.4
admissions,South West,2020-09-22,,1.3,1.3,0.075,1.2,1.2,1.3,1.3,1.3,1.4
admissions,South West,2020-09-23,,1.3,1.3,0.069,1.2,1.3,1.3,1.3,1.4,1.4
admissions,South West,2020-09-24,,1.3,1.3,0.067,1.2,1.3,1.3,1.4,1.4,1.5
admissions,South West,2020-09-25,,1.4,1.4,0.068,1.3,1.3,1.3,1.4,1.4,1.5
admissions,South West,2020-09-26,,1.4,1.4,0.072,1.3,1.3,1.4,1.4,1.4,1.5
admissions,South West,2020-09-27,,1.4,1.4,0.077,1.3,1.3,1.4,1.4,1.4,1.5
admissions,South West,2020-09-28,,1.4,1.4,0.081,1.3,1.4,1.4,1.4,1.5,1.6
admissions,South West,2020-09-29,,1.4,1.4,0.084,1.3,1.4,1.4,1.4,1.5,1.6
admissions,South West,2020-09-30,,1.4,1.4,0.083,1.3,1.4,1.4,1.4,1.5,1.6
admissions,South West,2020-10-01,,1.4,1.4,0.08,1.3,1.4,1.4,1.4,1.5,1.6
admissions,South West,2020-10-02,,1.4,1.4,0.074,1.3,1.3,1.4,1.4,1.4,1.5
admissions,South West,2020-10-03,,1.4,1.4,0.067,1.3,1.3,1.4,1.4,1.4,1.5
admissions,South West,2020-10-04,,1.4,1.4,0.059,1.3,1.3,1.4,1.4,1.4,1.5
admissions,South West,2020-10-05,,1.3,1.4,0.052,1.3,1.3,1.3,1.4,1.4,1.4
admissions,South West,2020-10-06,,1.3,1.3,0.048,1.3,1.3,1.3,1.3,1.4,1.4
admissions,South West,2020-10-07,,1.3,1.3,0.046,1.2,1.3,1.3,1.3,1.3,1.4
admissions,South West,2020-10-08,,1.3,1.3,0.048,1.2,1.3,1.3,1.3,1.3,1.4
admissions,South West,2020-10-09,,1.3,1.3,0.05,1.2,1.3,1.3,1.3,1.3,1.4
admissions,South West,2020-10-10,,1.3,1.3,0.052,1.2,1.2,1.3,1.3,1.3,1.3
admissions,South West,2020-10-11,,1.3,1.3,0.053,1.2,1.2,1.2,1.3,1.3,1.3
admissions,South West,2020-10-12,,1.3,1.2,0.053,1.1,1.2,1.2,1.3,1.3,1.3
admissions,South West,2020-10-13,,1.2,1.2,0.052,1.1,1.2,1.2,1.3,1.3,1.3
admissions,South West,2020-10-14,,1.2,1.2,0.049,1.1,1.2,1.2,1.2,1.3,1.3
admissions,South West,2020-10-15,,1.2,1.2,0.047,1.1,1.2,1.2,1.2,1.3,1.3
admissions,South West,2020-10-16,,1.2,1.2,0.043,1.1,1.2,1.2,1.2,1.3,1.3
admissions,South West,2020-10-17,,1.2,1.2,0.041,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South West,2020-10-18,,1.2,1.2,0.039,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South West,2020-10-19,,1.2,1.2,0.037,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South West,2020-10-20,,1.2,1.2,0.037,1.2,1.2,1.2,1.2,1.3,1.3
admissions,South West,2020-10-21,,1.2,1.2,0.037,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South West,2020-10-22,,1.2,1.2,0.038,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South West,2020-10-23,,1.2,1.2,0.038,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South West,2020-10-24,,1.2,1.2,0.039,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South West,2020-10-25,,1.2,1.2,0.039,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South West,2020-10-26,,1.2,1.2,0.039,1.2,1.2,1.2,1.2,1.2,1.3
admissions,South West,2020-10-27,,1.2,1.2,0.039,1.1,1.2,1.2,1.2,1.2,1.3
admissions,South West,2020-10-28,,1.2,1.2,0.038,1.1,1.2,1.2,1.2,1.2,1.3
admissions,South West,2020-10-29,,1.2,1.2,0.038,1.1,1.1,1.2,1.2,1.2,1.2
admissions,South West,2020-10-30,,1.2,1.2,0.037,1.1,1.1,1.1,1.2,1.2,1.2
admissions,South West,2020-10-31,,1.1,1.1,0.036,1.1,1.1,1.1,1.2,1.2,1.2
admissions,South West,2020-11-01,,1.1,1.1,0.035,1.1,1.1,1.1,1.1,1.1,1.2
admissions,South West,2020-11-02,,1.1,1.1,0.033,1.1,1.1,1.1,1.1,1.1,1.2
admissions,South West,2020-11-03,,1.1,1.1,0.032,1,1.1,1.1,1.1,1.1,1.1
admissions,South West,2020-11-04,,1.1,1.1,0.031,1,1.1,1.1,1.1,1.1,1.1
admissions,South West,2020-11-05,,1.1,1.1,0.031,1,1,1,1.1,1.1,1.1
admissions,South West,2020-11-06,,1,1,0.03,0.99,1,1,1,1.1,1.1
admissions,South West,2020-11-07,,1,1,0.03,0.97,1,1,1,1,1.1
admissions,South West,2020-11-08,,1,1,0.03,0.95,0.99,1,1,1,1.1
admissions,South West,2020-11-09,,0.99,0.99,0.031,0.94,0.97,0.98,1,1,1
admissions,South West,2020-11-10,,0.97,0.97,0.031,0.92,0.95,0.97,0.98,0.99,1
admissions,South West,2020-11-11,,0.96,0.96,0.032,0.91,0.94,0.95,0.97,0.98,1
admissions,South West,2020-11-12,,0.95,0.95,0.032,0.89,0.93,0.94,0.96,0.97,1
admissions,South West,2020-11-13,,0.94,0.94,0.032,0.88,0.91,0.93,0.95,0.96,0.99
admissions,South West,2020-11-14,,0.93,0.93,0.033,0.87,0.9,0.92,0.94,0.95,0.98
admissions,South West,2020-11-15,,0.92,0.92,0.033,0.86,0.9,0.91,0.93,0.94,0.97
admissions,South West,2020-11-16,,0.91,0.91,0.033,0.86,0.89,0.91,0.92,0.94,0.96
admissions,South West,2020-11-17,,0.91,0.91,0.033,0.85,0.89,0.9,0.92,0.93,0.96
admissions,South West,2020-11-18,,0.91,0.9,0.033,0.85,0.88,0.9,0.92,0.93,0.95
admissions,South West,2020-11-19,,0.91,0.9,0.033,0.85,0.88,0.9,0.91,0.93,0.95
admissions,South West,2020-11-20,,0.91,0.9,0.033,0.85,0.88,0.9,0.91,0.93,0.95
admissions,South West,2020-11-21,,0.91,0.91,0.032,0.85,0.89,0.9,0.92,0.93,0.96
admissions,South West,2020-11-22,,0.91,0.91,0.032,0.86,0.89,0.9,0.92,0.93,0.96
admissions,South West,2020-11-23,,0.92,0.92,0.033,0.86,0.9,0.91,0.92,0.94,0.97
admissions,South West,2020-11-24,,0.92,0.92,0.034,0.87,0.9,0.91,0.93,0.94,0.98
admissions,South West,2020-11-25,,0.93,0.93,0.035,0.87,0.91,0.92,0.94,0.95,0.99
admissions,South West,2020-11-26,,0.94,0.94,0.038,0.88,0.91,0.93,0.95,0.96,1
admissions,South West,2020-11-27,,0.95,0.95,0.042,0.88,0.92,0.94,0.96,0.98,1
admissions,Wales,2020-09-15,,1.1,1.1,0.055,1,1.1,1.1,1.1,1.2,1.2
admissions,Wales,2020-09-16,,1.1,1.1,0.05,1,1.1,1.1,1.1,1.2,1.2
admissions,Wales,2020-09-17,,1.1,1.1,0.046,1.1,1.1,1.1,1.1,1.1,1.2
admissions,Wales,2020-09-18,,1.1,1.1,0.042,1.1,1.1,1.1,1.1,1.1,1.2
admissions,Wales,2020-09-19,,1.1,1.1,0.039,1.1,1.1,1.1,1.1,1.1,1.2
admissions,Wales,2020-09-20,,1.1,1.1,0.036,1.1,1.1,1.1,1.1,1.1,1.2
admissions,Wales,2020-09-21,,1.1,1.1,0.033,1.1,1.1,1.1,1.1,1.1,1.2
admissions,Wales,2020-09-22,,1.1,1.1,0.03,1.1,1.1,1.1,1.1,1.1,1.2
admissions,Wales,2020-09-23,,1.1,1.1,0.027,1.1,1.1,1.1,1.1,1.1,1.1
admissions,Wales,2020-09-24,,1.1,1.1,0.025,1.1,1.1,1.1,1.1,1.1,1.1
admissions,Wales,2020-09-25,,1.1,1.1,0.023,1.1,1.1,1.1,1.1,1.1,1.1
admissions,Wales,2020-09-26,,1.1,1.1,0.022,1.1,1.1,1.1,1.1,1.1,1.1
admissions,Wales,2020-09-27,,1.1,1.1,0.02,1,1.1,1.1,1.1,1.1,1.1
admissions,Wales,2020-09-28,,1.1,1.1,0.019,1,1.1,1.1,1.1,1.1,1.1
admissions,Wales,2020-09-29,,1.1,1.1,0.019,1,1.1,1.1,1.1,1.1,1.1
admissions,Wales,2020-09-30,,1.1,1.1,0.018,1,1.1,1.1,1.1,1.1,1.1
admissions,Wales,2020-10-01,,1.1,1.1,0.018,1,1.1,1.1,1.1,1.1,1.1
admissions,Wales,2020-10-02,,1.1,1.1,0.017,1,1,1.1,1.1,1.1,1.1
admissions,Wales,2020-10-03,,1.1,1.1,0.017,1,1,1.1,1.1,1.1,1.1
admissions,Wales,2020-10-04,,1.1,1,0.017,1,1,1,1.1,1.1,1.1
admissions,Wales,2020-10-05,,1,1,0.017,1,1,1,1,1.1,1.1
admissions,Wales,2020-10-06,,1,1,0.017,1,1,1,1,1.1,1.1
admissions,Wales,2020-10-07,,1,1,0.017,1,1,1,1,1,1.1
admissions,Wales,2020-10-08,,1,1,0.017,1,1,1,1,1,1.1
admissions,Wales,2020-10-09,,1,1,0.017,1,1,1,1,1,1.1
admissions,Wales,2020-10-10,,1,1,0.016,1,1,1,1,1,1
admissions,Wales,2020-10-11,,1,1,0.016,0.99,1,1,1,1,1
admissions,Wales,2020-10-12,,1,1,0.016,0.99,1,1,1,1,1
admissions,Wales,2020-10-13,,1,1,0.016,0.98,1,1,1,1,1
admissions,Wales,2020-10-14,,1,1,0.016,0.98,1,1,1,1,1
admissions,Wales,2020-10-15,,1,1,0.016,0.98,1,1,1,1,1
admissions,Wales,2020-10-16,,1,1,0.016,0.98,0.99,1,1,1,1
admissions,Wales,2020-10-17,,1,1,0.016,0.97,0.99,1,1,1,1
admissions,Wales,2020-10-18,,1,1,0.016,0.97,0.99,0.99,1,1,1
admissions,Wales,2020-10-19,,0.99,0.99,0.016,0.97,0.98,0.99,1,1,1
admissions,Wales,2020-10-20,,0.99,0.99,0.016,0.97,0.98,0.99,0.99,1,1
admissions,Wales,2020-10-21,,0.99,0.99,0.016,0.96,0.98,0.98,0.99,1,1
admissions,Wales,2020-10-22,,0.99,0.99,0.016,0.96,0.98,0.98,0.99,0.99,1
admissions,Wales,2020-10-23,,0.98,0.98,0.016,0.96,0.97,0.98,0.99,0.99,1
admissions,Wales,2020-10-24,,0.98,0.98,0.016,0.96,0.97,0.98,0.98,0.99,1
admissions,Wales,2020-10-25,,0.98,0.98,0.016,0.95,0.97,0.97,0.98,0.99,1
admissions,Wales,2020-10-26,,0.98,0.98,0.016,0.95,0.97,0.97,0.98,0.99,1
admissions,Wales,2020-10-27,,0.97,0.97,0.016,0.95,0.96,0.97,0.98,0.98,1
admissions,Wales,2020-10-28,,0.97,0.97,0.016,0.95,0.96,0.97,0.98,0.98,1
admissions,Wales,2020-10-29,,0.97,0.97,0.016,0.95,0.96,0.97,0.97,0.98,1
admissions,Wales,2020-10-30,,0.97,0.97,0.016,0.94,0.96,0.97,0.97,0.98,1
admissions,Wales,2020-10-31,,0.97,0.97,0.016,0.94,0.96,0.96,0.97,0.98,0.99
admissions,Wales,2020-11-01,,0.97,0.97,0.016,0.94,0.96,0.96,0.97,0.98,0.99
admissions,Wales,2020-11-02,,0.96,0.96,0.016,0.94,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-03,,0.96,0.96,0.016,0.94,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-04,,0.96,0.96,0.016,0.94,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-05,,0.96,0.96,0.016,0.93,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-06,,0.96,0.96,0.016,0.93,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-07,,0.96,0.96,0.016,0.93,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-08,,0.96,0.96,0.017,0.93,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-09,,0.96,0.96,0.017,0.93,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-10,,0.96,0.96,0.017,0.93,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-11,,0.96,0.96,0.017,0.93,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-12,,0.96,0.96,0.017,0.94,0.95,0.96,0.97,0.97,0.99
admissions,Wales,2020-11-13,,0.97,0.96,0.017,0.94,0.96,0.96,0.97,0.98,0.99
admissions,Wales,2020-11-14,,0.97,0.97,0.017,0.94,0.96,0.96,0.97,0.98,0.99
admissions,Wales,2020-11-15,,0.97,0.97,0.017,0.94,0.96,0.96,0.97,0.98,0.99
admissions,Wales,2020-11-16,,0.97,0.97,0.017,0.94,0.96,0.97,0.97,0.98,1
admissions,Wales,2020-11-17,,0.97,0.97,0.017,0.94,0.96,0.97,0.98,0.98,1
admissions,Wales,2020-11-18,,0.97,0.97,0.017,0.95,0.96,0.97,0.98,0.98,1
admissions,Wales,2020-11-19,,0.98,0.98,0.018,0.95,0.96,0.97,0.98,0.99,1
admissions,Wales,2020-11-20,,0.98,0.98,0.019,0.95,0.97,0.97,0.98,0.99,1
admissions,Wales,2020-11-21,,0.98,0.98,0.02,0.95,0.97,0.97,0.98,0.99,1
admissions,Wales,2020-11-22,,0.98,0.98,0.021,0.95,0.97,0.98,0.99,1,1
admissions,Wales,2020-11-23,,0.98,0.98,0.022,0.95,0.97,0.98,0.99,1,1
admissions,Wales,2020-11-24,,0.99,0.99,0.024,0.95,0.97,0.98,0.99,1,1
admissions,Wales,2020-11-25,,0.99,0.99,0.026,0.95,0.97,0.98,0.99,1,1
admissions,Wales,2020-11-26,,0.99,0.99,0.028,0.95,0.97,0.98,1,1,1
admissions,Wales,2020-11-27,,0.99,0.99,0.031,0.95,0.97,0.98,1,1,1
cases,East of England,2020-09-13,,1.1,1.1,0.11,0.93,1,1.1,1.1,1.2,1.3
cases,East of England,2020-09-14,,1.1,1.1,0.091,0.97,1.1,1.1,1.1,1.2,1.3
cases,East of England,2020-09-15,,1.1,1.1,0.074,1,1.1,1.1,1.1,1.2,1.2
cases,East of England,2020-09-16,,1.1,1.1,0.062,1,1.1,1.1,1.2,1.2,1.2
cases,East of England,2020-09-17,,1.2,1.2,0.055,1.1,1.1,1.1,1.2,1.2,1.2
cases,East of England,2020-09-18,,1.2,1.2,0.05,1.1,1.1,1.2,1.2,1.2,1.3
cases,East of England,2020-09-19,,1.2,1.2,0.047,1.1,1.2,1.2,1.2,1.2,1.3
cases,East of England,2020-09-20,,1.2,1.2,0.045,1.2,1.2,1.2,1.3,1.3,1.3
cases,East of England,2020-09-21,,1.3,1.3,0.045,1.2,1.2,1.3,1.3,1.3,1.3
cases,East of England,2020-09-22,,1.3,1.3,0.047,1.2,1.3,1.3,1.3,1.3,1.4
cases,East of England,2020-09-23,,1.3,1.3,0.05,1.2,1.3,1.3,1.3,1.3,1.4
cases,East of England,2020-09-24,,1.3,1.3,0.053,1.2,1.3,1.3,1.3,1.4,1.4
cases,East of England,2020-09-25,,1.3,1.3,0.055,1.2,1.3,1.3,1.3,1.4,1.4
